@relation SieveQ1_Prediction
@attribute REt real 
@attribute REt-1 real 
@attribute REt-2 real 
@attribute REt-3 real 
@attribute REt-4 real 
@attribute REt-5 real 
@attribute Qt real 
@attribute Qt-1 real
@attribute Qt-2 real 
@attribute Qt+1 real
@data
0,0,0,0,0,0,60.59,61.5,62.74,58.76
0,0,0,0,0,0,58.76,60.59,61.5,57.85
0,0,0,0,0,0,57.85,58.76,60.59,56.93
0,0,0,0,0,0,56.93,57.85,58.76,56.02
0,0,0,0,0,0,56.02,56.93,57.85,55.11
0,0,0,0,0,0,55.11,56.02,56.93,54.19
0,0,0,0,0,0,54.19,55.11,56.02,54.19
0,0,0,0,0,0,54.19,54.19,55.11,52.37
0,0,0,0,0,0,52.37,54.19,54.19,51.45
0,0,0,0,0,0,51.45,52.37,54.19,51.45
0,0,0,0,0,0,51.45,51.45,52.37,50.54
0,0,0,0,0,0,50.54,51.45,51.45,49.63
0,0,0,0,0,0,49.63,50.54,51.45,48.71
0,0,0,0,0,0,48.71,49.63,50.54,47.8
0,0,0,0,0,0,47.8,48.71,49.63,46.89
0,0,0,0,0,0,46.89,47.8,48.71,45.97
0,0,0,0,0,0,45.97,46.89,47.8,45.06
0,0,0,0,0,0,45.06,45.97,46.89,45.06
0,0,0,0,0,0,45.06,45.06,45.97,44.15
0,0,0,0,0,0,44.15,45.06,45.06,43.23
0,0,0,0,0,0,43.23,44.15,45.06,42.32
0,0,0,0,0,0,42.32,43.23,44.15,41.41
0,0,0,0,0,0,41.41,42.32,43.23,40.49
0,0,0,0,0,0,40.49,41.41,42.32,40.49
0,0,0,0,0,0,40.49,40.49,41.41,39.58
0,0,0,0,0,0,39.58,40.49,40.49,38.67
0,0,0,0,0,0,38.67,39.58,40.49,37.75
0,0,0,0,0,0,37.75,38.67,39.58,37.75
0,0,0,0,0,0,37.75,37.75,38.67,36.84
0,0,0,0,0,0,36.84,37.75,37.75,36.84
0,0,0,0,0,0,36.84,36.84,37.75,36.84
0,0,0,0,0,0,36.84,36.84,36.84,36.84
0,0,0,0,0,0,36.84,36.84,36.84,35.93
0,0,0,0,0,0,35.93,36.84,36.84,35.01
0,0,0,0,0,0,35.01,35.93,36.84,35.01
0,0,0,0,0,0,35.01,35.01,35.93,34.1
0,0,0,0,0,0,34.1,35.01,35.01,34.1
0,0,0,0,0,0,34.1,34.1,35.01,34.1
0,0,0,0,0,0,34.1,34.1,34.1,33.44
0,0,0,0,0,0,33.44,34.1,34.1,33.44
0,0,0,0,0,0,33.44,33.44,34.1,32.79
0,0,0,0,0,0,32.79,33.44,33.44,32.14
0,0,0,0,0,0,32.14,32.79,33.44,31.48
0,0,0,0,0,0,31.48,32.14,32.79,31.48
0.0291,0,0,0,0,0,31.48,31.48,32.14,30.82
0,0.0291,0,0,0,0,30.82,31.48,31.48,30.82
0,0,0.0291,0,0,0,30.82,30.82,31.48,30.17
0,0,0,0.0291,0,0,30.17,30.82,30.82,30.17
0,0,0,0,0.0291,0,30.17,30.17,30.82,29.51
0,0,0,0,0,0.0291,29.51,30.17,30.17,29.51
0,0,0,0,0,0,29.51,29.51,30.17,29.51
0,0,0,0,0,0,29.51,29.51,29.51,29.51
0,0,0,0,0,0,29.51,29.51,29.51,29.51
0,0,0,0,0,0,29.51,29.51,29.51,29.51
0,0,0,0,0,0,29.51,29.51,29.51,29.51
0.0056,0,0,0,0,0,29.51,29.51,29.51,29.51
0.0019,0.0056,0,0,0,0,29.51,29.51,29.51,29.51
0,0.0019,0.0056,0,0,0,29.51,29.51,29.51,29.51
0,0,0.0019,0.0056,0,0,29.51,29.51,29.51,28.86
0.4335,0,0,0.0019,0.0056,0,28.86,29.51,29.51,28.86
0.0832,0.4335,0,0,0.0019,0.0056,28.86,28.86,29.51,28.86
0,0.0832,0.4335,0,0,0.0019,28.86,28.86,28.86,28.2
0.0024,0,0.0832,0.4335,0,0,28.2,28.86,28.86,28.2
0,0.0024,0,0.0832,0.4335,0,28.2,28.2,28.86,27.55
0,0,0.0024,0,0.0832,0.4335,27.55,28.2,28.2,27.55
0,0,0,0.0024,0,0.0832,27.55,27.55,28.2,26.9
0,0,0,0,0.0024,0,26.9,27.55,27.55,26.24
0,0,0,0,0,0.0024,26.24,26.9,27.55,26.24
0,0,0,0,0,0,26.24,26.24,26.9,26.24
0.0044,0,0,0,0,0,26.24,26.24,26.24,26.24
0,0.0044,0,0,0,0,26.24,26.24,26.24,25.59
0,0,0.0044,0,0,0,25.59,26.24,26.24,29.14
0,0,0,0.0044,0,0,29.14,25.59,26.24,29.14
0,0,0,0,0.0044,0,29.14,29.14,25.59,28.52
0,0,0,0,0,0.0044,28.52,29.14,29.14,28.52
0,0,0,0,0,0,28.52,28.52,29.14,28.52
0.009,0,0,0,0,0,28.52,28.52,28.52,28.52
0.0292,0.009,0,0,0,0,28.52,28.52,28.52,28.52
0,0.0292,0.009,0,0,0,28.52,28.52,28.52,28.52
0,0,0.0292,0.009,0,0,28.52,28.52,28.52,27.9
0,0,0,0.0292,0.009,0,27.9,28.52,28.52,27.9
0,0,0,0,0.0292,0.009,27.9,27.9,28.52,27.9
0,0,0,0,0,0.0292,27.9,27.9,27.9,27.28
0,0,0,0,0,0,27.28,27.9,27.9,27.28
0,0,0,0,0,0,27.28,27.28,27.9,27.28
0,0,0,0,0,0,27.28,27.28,27.28,27.28
0.0339,0,0,0,0,0,27.28,27.28,27.28,27.28
0.1345,0.0339,0,0,0,0,27.28,27.28,27.28,26.66
0.1953,0.1345,0.0339,0,0,0,26.66,27.28,27.28,26.66
0.1963,0.1953,0.1345,0.0339,0,0,26.66,26.66,27.28,26.66
0.1674,0.1963,0.1953,0.1345,0.0339,0,26.66,26.66,26.66,26.66
0.2086,0.1674,0.1963,0.1953,0.1345,0.0339,26.66,26.66,26.66,26.66
0.2498,0.2086,0.1674,0.1963,0.1953,0.1345,26.66,26.66,26.66,26.66
0.271,0.2498,0.2086,0.1674,0.1963,0.1953,26.66,26.66,26.66,26.66
0.1322,0.271,0.2498,0.2086,0.1674,0.1963,26.66,26.66,26.66,26.66
0.1633,0.1322,0.271,0.2498,0.2086,0.1674,26.66,26.66,26.66,26.66
0.1843,0.1633,0.1322,0.271,0.2498,0.2086,26.66,26.66,26.66,26.66
0.2051,0.1843,0.1633,0.1322,0.271,0.2498,26.66,26.66,26.66,26.66
0.1858,0.2051,0.1843,0.1633,0.1322,0.271,26.66,26.66,26.66,26.66
0.1962,0.1858,0.2051,0.1843,0.1633,0.1322,26.66,26.66,26.66,26.66
0.2364,0.1962,0.1858,0.2051,0.1843,0.1633,26.66,26.66,26.66,26.66
0.1362,0.2364,0.1962,0.1858,0.2051,0.1843,26.66,26.66,26.66,26.66
0.0546,0.1362,0.2364,0.1962,0.1858,0.2051,26.66,26.66,26.66,26.66
0.0219,0.0546,0.1362,0.2364,0.1962,0.1858,26.66,26.66,26.66,26.66
0.0084,0.0219,0.0546,0.1362,0.2364,0.1962,26.66,26.66,26.66,26.66
0,0.0084,0.0219,0.0546,0.1362,0.2364,26.66,26.66,26.66,26.66
0,0,0.0084,0.0219,0.0546,0.1362,26.66,26.66,26.66,26.66
0.0005,0,0,0.0084,0.0219,0.0546,26.66,26.66,26.66,26.66
0,0.0005,0,0,0.0084,0.0219,26.66,26.66,26.66,26.66
0,0,0.0005,0,0,0.0084,26.66,26.66,26.66,26.04
0,0,0,0.0005,0,0,26.04,26.66,26.66,26.04
0,0,0,0,0.0005,0,26.04,26.04,26.66,26.04
0,0,0,0,0,0.0005,26.04,26.04,26.04,26.04
0.0014,0,0,0,0,0,26.04,26.04,26.04,26.04
0,0.0014,0,0,0,0,26.04,26.04,26.04,25.42
0.0122,0,0.0014,0,0,0,25.42,26.04,26.04,25.42
0.1427,0.0122,0,0.0014,0,0,25.42,25.42,26.04,25.42
0.6831,0.1427,0.0122,0,0.0014,0,25.42,25.42,25.42,25.42
1.1536,0.6831,0.1427,0.0122,0,0.0014,25.42,25.42,25.42,25.42
1.524,1.1536,0.6831,0.1427,0.0122,0,25.42,25.42,25.42,25.42
2.6543,1.524,1.1536,0.6831,0.1427,0.0122,25.42,25.42,25.42,26.04
3.1246,2.6543,1.524,1.1536,0.6831,0.1427,26.04,25.42,25.42,29.14
2.4949,3.1246,2.6543,1.524,1.1536,0.6831,29.14,26.04,25.42,33.48
1.655,2.4949,3.1246,2.6543,1.524,1.1536,33.48,29.14,26.04,39.02
0.6051,1.655,2.4949,3.1246,2.6543,1.524,39.02,33.48,29.14,81.75
0.1249,0.6051,1.655,2.4949,3.1246,2.6543,81.75,39.02,33.48,97.85
0.0236,0.1249,0.6051,1.655,2.4949,3.1246,97.85,81.75,39.02,93.25
0.0112,0.0236,0.1249,0.6051,1.655,2.4949,93.25,97.85,81.75,86.35
0,0.0112,0.0236,0.1249,0.6051,1.655,86.35,93.25,97.85,77.15
0,0,0.0112,0.0236,0.1249,0.6051,77.15,86.35,93.25,69.1
0,0,0,0.0112,0.0236,0.1249,69.1,77.15,86.35,63.59
0,0,0,0,0.0112,0.0236,63.59,69.1,77.15,59.04
0,0,0,0,0,0.0112,59.04,63.59,69.1,56.31
0,0,0,0,0,0,56.31,59.04,63.59,54.49
0,0,0,0,0,0,54.49,56.31,59.04,51.76
0,0,0,0,0,0,51.76,54.49,56.31,49.94
0,0,0,0,0,0,49.94,51.76,54.49,49.03
0,0,0,0,0,0,49.03,49.94,51.76,47.21
0,0,0,0,0,0,47.21,49.03,49.94,45.39
0,0,0,0,0,0,45.39,47.21,49.03,44.48
0,0,0,0,0,0,44.48,45.39,47.21,43.57
0,0,0,0,0,0,43.57,44.48,45.39,41.75
0,0,0,0,0,0,41.75,43.57,44.48,40.84
0,0,0,0,0,0,40.84,41.75,43.57,39.93
0,0,0,0,0,0,39.93,40.84,41.75,39.02
0,0,0,0,0,0,39.02,39.93,40.84,39.02
0,0,0,0,0,0,39.02,39.02,39.93,38.11
0,0,0,0,0,0,38.11,39.02,39.02,37.2
0,0,0,0,0,0,37.2,38.11,39.02,36.58
0,0,0,0,0,0,36.58,37.2,38.11,36.58
0,0,0,0,0,0,36.58,36.58,37.2,35.96
0,0,0,0,0,0,35.96,36.58,36.58,35.96
0,0,0,0,0,0,35.96,35.96,36.58,34.72
0,0,0,0,0,0,34.72,35.96,35.96,34.72
0,0,0,0,0,0,34.72,34.72,35.96,35.34
0,0,0,0,0,0,35.34,34.72,34.72,35.34
0,0,0,0,0,0,35.34,35.34,34.72,34.72
0,0,0,0,0,0,34.72,35.34,35.34,34.72
0,0,0,0,0,0,34.72,34.72,35.34,34.72
0,0,0,0,0,0,34.72,34.72,34.72,34.1
0,0,0,0,0,0,34.1,34.72,34.72,34.1
0,0,0,0,0,0,34.1,34.1,34.72,33.48
0,0,0,0,0,0,33.48,34.1,34.1,32.86
0,0,0,0,0,0,32.86,33.48,34.1,32.86
0,0,0,0,0,0,32.86,32.86,33.48,32.86
0,0,0,0,0,0,32.86,32.86,32.86,32.86
0,0,0,0,0,0,32.86,32.86,32.86,32.86
0,0,0,0,0,0,32.86,32.86,32.86,32.86
0,0,0,0,0,0,32.86,32.86,32.86,32.24
0,0,0,0,0,0,32.24,32.86,32.86,32.24
0,0,0,0,0,0,32.24,32.24,32.86,31.62
0,0,0,0,0,0,31.62,32.24,32.24,31.62
0,0,0,0,0,0,31.62,31.62,32.24,31.62
0,0,0,0,0,0,31.62,31.62,31.62,31.62
0,0,0,0,0,0,31.62,31.62,31.62,31.62
0,0,0,0,0,0,31.62,31.62,31.62,31
0,0,0,0,0,0,31,31.62,31.62,31
0,0,0,0,0,0,31,31,31.62,30.38
0,0,0,0,0,0,30.38,31,31,30.38
0,0,0,0,0,0,30.38,30.38,31,29.76
0,0,0,0,0,0,29.76,30.38,30.38,29.14
0,0,0,0,0,0,29.14,29.76,30.38,29.14
0,0,0,0,0,0,29.14,29.14,29.76,28.52
0,0,0,0,0,0,28.52,29.14,29.14,28.52
0,0,0,0,0,0,28.52,28.52,29.14,27.9
0,0,0,0,0,0,27.9,28.52,28.52,27.9
0,0,0,0,0,0,27.9,27.9,28.52,27.9
0,0,0,0,0,0,27.9,27.9,27.9,28.52
0,0,0,0,0,0,28.52,27.9,27.9,28.52
0,0,0,0,0,0,28.52,28.52,27.9,28.52
0,0,0,0,0,0,28.52,28.52,28.52,28.52
0,0,0,0,0,0,28.52,28.52,28.52,27.9
0,0,0,0,0,0,27.9,28.52,28.52,27.9
0,0,0,0,0,0,27.9,27.9,28.52,27.28
0,0,0,0,0,0,27.28,27.9,27.9,27.28
0,0,0,0,0,0,27.28,27.28,27.9,27.28
0,0,0,0,0,0,27.28,27.28,27.28,27.28
0,0,0,0,0,0,27.28,27.28,27.28,26.66
0,0,0,0,0,0,26.66,27.28,27.28,26.66
0,0,0,0,0,0,26.66,26.66,27.28,26.66
0,0,0,0,0,0,26.66,26.66,26.66,26.66
0,0,0,0,0,0,26.66,26.66,26.66,26.66
0,0,0,0,0,0,26.66,26.66,26.66,26.66
0,0,0,0,0,0,26.66,26.66,26.66,26.66
0,0,0,0,0,0,26.66,26.66,26.66,26.66
0,0,0,0,0,0,26.66,26.66,26.66,26.66
0,0,0,0,0,0,26.66,26.66,26.66,26.66
0,0,0,0,0,0,26.66,26.66,26.66,26.66
0,0,0,0,0,0,26.66,26.66,26.66,26.66
0,0,0,0,0,0,26.66,26.66,26.66,26.66
0,0,0,0,0,0,26.66,26.66,26.66,26.66
0,0,0,0,0,0,26.66,26.66,26.66,26.04
0,0,0,0,0,0,26.04,26.66,26.66,26.04
0,0,0,0,0,0,26.04,26.04,26.66,25.42
0,0,0,0,0,0,25.42,26.04,26.04,25.42
0,0,0,0,0,0,25.42,25.42,26.04,25.42
0,0,0,0,0,0,25.42,25.42,25.42,25.42
0,0,0,0,0,0,25.42,25.42,25.42,25.42
0,0,0,0,0,0,25.42,25.42,25.42,24.8
0,0,0,0,0,0,24.8,25.42,25.42,24.8
0,0,0,0,0,0,24.8,24.8,25.42,24.8
0,0,0,0,0,0,24.8,24.8,24.8,24.8
0,0,0,0,0,0,24.8,24.8,24.8,24.3
0,0,0,0,0,0,24.3,24.8,24.8,24.3
0,0,0,0,0,0,24.3,24.3,24.8,24.3
0,0,0,0,0,0,24.3,24.3,24.3,24.3
0,0,0,0,0,0,24.3,24.3,24.3,24.3
0,0,0,0,0,0,24.3,24.3,24.3,23.79
0,0,0,0,0,0,23.79,24.3,24.3,23.79
0,0,0,0,0,0,23.79,23.79,24.3,23.79
0,0,0,0,0,0,23.79,23.79,23.79,23.29
0,0,0,0,0,0,23.29,23.79,23.79,23.29
0,0,0,0,0,0,23.29,23.29,23.79,23.29
0,0,0,0,0,0,23.29,23.29,23.29,23.29
0,0,0,0,0,0,23.29,23.29,23.29,23.29
0,0,0,0,0,0,23.29,23.29,23.29,23.29
0,0,0,0,0,0,23.29,23.29,23.29,23.29
0,0,0,0,0,0,23.29,23.29,23.29,23.29
0,0,0,0,0,0,23.29,23.29,23.29,22.78
0,0,0,0,0,0,22.78,23.29,23.29,22.78
0,0,0,0,0,0,22.78,22.78,23.29,22.78
0,0,0,0,0,0,22.78,22.78,22.78,22.78
0,0,0,0,0,0,22.78,22.78,22.78,22.78
0,0,0,0,0,0,22.78,22.78,22.78,22.78
0,0,0,0,0,0,22.78,22.78,22.78,23.29
0,0,0,0,0,0,23.29,22.78,22.78,23.29
0,0,0,0,0,0,23.29,23.29,22.78,23.29
0,0,0,0,0,0,23.29,23.29,23.29,23.29
0,0,0,0,0,0,23.29,23.29,23.29,23.29
0,0,0,0,0,0,23.29,23.29,23.29,23.29
0,0,0,0,0,0,23.29,23.29,23.29,23.29
0.1635,0,0,0,0,0,23.29,23.29,23.29,23.29
0.2727,0.1635,0,0,0,0,23.29,23.29,23.29,23.29
0.3436,0.2727,0.1635,0,0,0,23.29,23.29,23.29,23.29
0.2952,0.3436,0.2727,0.1635,0,0,23.29,23.29,23.29,23.29
0.8576,0.2952,0.3436,0.2727,0.1635,0,23.29,23.29,23.29,23.79
0.9307,0.8576,0.2952,0.3436,0.2727,0.1635,23.79,23.29,23.29,23.79
1.4543,0.9307,0.8576,0.2952,0.3436,0.2727,23.79,23.79,23.29,24.3
1.0184,1.4543,0.9307,0.8576,0.2952,0.3436,24.3,23.79,23.79,24.8
0.6927,1.0184,1.4543,0.9307,0.8576,0.2952,24.8,24.3,23.79,25.42
0.6873,0.6927,1.0184,1.4543,0.9307,0.8576,25.42,24.8,24.3,26.04
0.6218,0.6873,0.6927,1.0184,1.4543,0.9307,26.04,25.42,24.8,26.66
0.4662,0.6218,0.6873,0.6927,1.0184,1.4543,26.66,26.04,25.42,27.28
0.3298,0.4662,0.6218,0.6873,0.6927,1.0184,27.28,26.66,26.04,28.52
0.2861,0.3298,0.4662,0.6218,0.6873,0.6927,28.52,27.28,26.66,29.14
0.2831,0.2861,0.3298,0.4662,0.6218,0.6873,29.14,28.52,27.28,29.76
0.2207,0.2831,0.2861,0.3298,0.4662,0.6218,29.76,29.14,28.52,30.38
0.199,0.2207,0.2831,0.2861,0.3298,0.4662,30.38,29.76,29.14,30.38
0.1782,0.199,0.2207,0.2831,0.2861,0.3298,30.38,30.38,29.76,31
0.2384,0.1782,0.199,0.2207,0.2831,0.2861,31,30.38,30.38,31
0.2405,0.2384,0.1782,0.199,0.2207,0.2831,31,31,30.38,31
0.2342,0.2405,0.2384,0.1782,0.199,0.2207,31,31,31,30.38
0.1788,0.2342,0.2405,0.2384,0.1782,0.199,30.38,31,31,30.38
0.0866,0.1788,0.2342,0.2405,0.2384,0.1782,30.38,30.38,31,30.38
0.0829,0.0866,0.1788,0.2342,0.2405,0.2384,30.38,30.38,30.38,30.38
0.0708,0.0829,0.0866,0.1788,0.2342,0.2405,30.38,30.38,30.38,30.38
0.0605,0.0708,0.0829,0.0866,0.1788,0.2342,30.38,30.38,30.38,29.76
0.0407,0.0605,0.0708,0.0829,0.0866,0.1788,29.76,30.38,30.38,29.76
0.031,0.0407,0.0605,0.0708,0.0829,0.0866,29.76,29.76,30.38,29.14
0.0315,0.031,0.0407,0.0605,0.0708,0.0829,29.14,29.76,29.76,29.14
0.0321,0.0315,0.031,0.0407,0.0605,0.0708,29.14,29.14,29.76,28.52
0.0228,0.0321,0.0315,0.031,0.0407,0.0605,28.52,29.14,29.14,28.52
0,0.0228,0.0321,0.0315,0.031,0.0407,28.52,28.52,29.14,27.9
0,0,0.0228,0.0321,0.0315,0.031,27.9,28.52,28.52,27.9
0,0,0,0.0228,0.0321,0.0315,27.9,27.9,28.52,27.9
0,0,0,0,0.0228,0.0321,27.9,27.9,27.9,27.9
0,0,0,0,0,0.0228,27.9,27.9,27.9,27.28
0,0,0,0,0,0,27.28,27.9,27.9,27.28
0,0,0,0,0,0,27.28,27.28,27.9,27.28
0,0,0,0,0,0,27.28,27.28,27.28,26.66
0,0,0,0,0,0,26.66,27.28,27.28,26.66
0,0,0,0,0,0,26.66,26.66,27.28,26.04
0,0,0,0,0,0,26.04,26.66,26.66,26.04
0,0,0,0,0,0,26.04,26.04,26.66,26.04
0.0083,0,0,0,0,0,26.04,26.04,26.04,25.42
0.0054,0.0083,0,0,0,0,25.42,26.04,26.04,25.42
0.0017,0.0054,0.0083,0,0,0,25.42,25.42,26.04,25.42
0,0.0017,0.0054,0.0083,0,0,25.42,25.42,25.42,25.42
0,0,0.0017,0.0054,0.0083,0,25.42,25.42,25.42,24.8
0,0,0,0.0017,0.0054,0.0083,24.8,25.42,25.42,24.8
0,0,0,0,0.0017,0.0054,24.8,24.8,25.42,24.8
0,0,0,0,0,0.0017,24.8,24.8,24.8,24.8
0,0,0,0,0,0,24.8,24.8,24.8,24.8
0,0,0,0,0,0,24.8,24.8,24.8,24.3
0,0,0,0,0,0,24.3,24.8,24.8,24.3
0,0,0,0,0,0,24.3,24.3,24.8,24.3
0,0,0,0,0,0,24.3,24.3,24.3,24.3
0,0,0,0,0,0,24.3,24.3,24.3,23.79
0,0,0,0,0,0,23.79,24.3,24.3,23.79
0,0,0,0,0,0,23.79,23.79,24.3,23.79
0,0,0,0,0,0,23.79,23.79,23.79,23.79
0,0,0,0,0,0,23.79,23.79,23.79,23.79
0,0,0,0,0,0,23.79,23.79,23.79,23.79
0,0,0,0,0,0,23.79,23.79,23.79,23.29
0,0,0,0,0,0,23.29,23.79,23.79,23.29
0,0,0,0,0,0,23.29,23.29,23.79,23.29
0,0,0,0,0,0,23.29,23.29,23.29,23.29
0,0,0,0,0,0,23.29,23.29,23.29,22.78
0,0,0,0,0,0,22.78,23.29,23.29,22.78
0,0,0,0,0,0,22.78,22.78,23.29,22.78
0,0,0,0,0,0,22.78,22.78,22.78,22.78
0.0384,0,0,0,0,0,22.78,22.78,22.78,22.28
0.1455,0.0384,0,0,0,0,22.28,22.78,22.78,21.77
0.124,0.1455,0.0384,0,0,0,21.77,22.28,22.78,21.77
0.0337,0.124,0.1455,0.0384,0,0,21.77,21.77,22.28,21.27
0.034,0.0337,0.124,0.1455,0.0384,0,21.27,21.77,21.77,21.27
0.0446,0.034,0.0337,0.124,0.1455,0.0384,21.27,21.27,21.77,21.27
0.0356,0.0446,0.034,0.0337,0.124,0.1455,21.27,21.27,21.27,21.27
0.0667,0.0356,0.0446,0.034,0.0337,0.124,21.27,21.27,21.27,21.27
0.0981,0.0667,0.0356,0.0446,0.034,0.0337,21.27,21.27,21.27,21.27
0.1596,0.0981,0.0667,0.0356,0.0446,0.034,21.27,21.27,21.27,21.27
0.1487,0.1596,0.0981,0.0667,0.0356,0.0446,21.27,21.27,21.27,21.27
0.147,0.1487,0.1596,0.0981,0.0667,0.0356,21.27,21.27,21.27,21.27
0.1453,0.147,0.1487,0.1596,0.0981,0.0667,21.27,21.27,21.27,21.27
0.0536,0.1453,0.147,0.1487,0.1596,0.0981,21.27,21.27,21.27,21.77
0.0421,0.0536,0.1453,0.147,0.1487,0.1596,21.77,21.27,21.27,21.77
0.0407,0.0421,0.0536,0.1453,0.147,0.1487,21.77,21.77,21.27,21.77
0.0395,0.0407,0.0421,0.0536,0.1453,0.147,21.77,21.77,21.77,21.77
0.0386,0.0395,0.0407,0.0421,0.0536,0.1453,21.77,21.77,21.77,21.77
0.038,0.0386,0.0395,0.0407,0.0421,0.0536,21.77,21.77,21.77,21.77
0.0277,0.038,0.0386,0.0395,0.0407,0.0421,21.77,21.77,21.77,21.77
0.0278,0.0277,0.038,0.0386,0.0395,0.0407,21.77,21.77,21.77,21.77
0.0289,0.0278,0.0277,0.038,0.0386,0.0395,21.77,21.77,21.77,21.77
0.1409,0.0289,0.0278,0.0277,0.038,0.0386,21.77,21.77,21.77,21.77
0.7233,0.1409,0.0289,0.0278,0.0277,0.038,21.77,21.77,21.77,21.27
0.0458,0.7233,0.1409,0.0289,0.0278,0.0277,21.27,21.77,21.77,21.27
0.6878,0.0458,0.7233,0.1409,0.0289,0.0278,21.27,21.27,21.77,21.27
0.3489,0.6878,0.0458,0.7233,0.1409,0.0289,21.27,21.27,21.27,21.27
0.089,0.3489,0.6878,0.0458,0.7233,0.1409,21.27,21.27,21.27,20.76
0.0688,0.089,0.3489,0.6878,0.0458,0.7233,20.76,21.27,21.27,20.76
0.0485,0.0688,0.089,0.3489,0.6878,0.0458,20.76,20.76,21.27,20.76
0.0479,0.0485,0.0688,0.089,0.3489,0.6878,20.76,20.76,20.76,20.76
0.0472,0.0479,0.0485,0.0688,0.089,0.3489,20.76,20.76,20.76,20.26
0.0363,0.0472,0.0479,0.0485,0.0688,0.089,20.26,20.76,20.76,20.76
0.0453,0.0363,0.0472,0.0479,0.0485,0.0688,20.76,20.26,20.76,20.26
0.0343,0.0453,0.0363,0.0472,0.0479,0.0485,20.26,20.76,20.26,20.26
0.0432,0.0343,0.0453,0.0363,0.0472,0.0479,20.26,20.26,20.76,19.75
0.0322,0.0432,0.0343,0.0453,0.0363,0.0472,19.75,20.26,20.26,19.75
0.0411,0.0322,0.0432,0.0343,0.0453,0.0363,19.75,19.75,20.26,19.75
0.0302,0.0411,0.0322,0.0432,0.0343,0.0453,19.75,19.75,19.75,19.75
0.0393,0.0302,0.0411,0.0322,0.0432,0.0343,19.75,19.75,19.75,19.75
0.0286,0.0393,0.0302,0.0411,0.0322,0.0432,19.75,19.75,19.75,19.75
0.0681,0.0286,0.0393,0.0302,0.0411,0.0322,19.75,19.75,19.75,19.25
0.0477,0.0681,0.0286,0.0393,0.0302,0.0411,19.25,19.75,19.75,19.25
0.0375,0.0477,0.0681,0.0286,0.0393,0.0302,19.25,19.25,19.75,19.25
0.0276,0.0375,0.0477,0.0681,0.0286,0.0393,19.25,19.25,19.25,19.25
0.0388,0.0276,0.0375,0.0477,0.0681,0.0286,19.25,19.25,19.25,19.25
0.0509,0.0388,0.0276,0.0375,0.0477,0.0681,19.25,19.25,19.25,19.25
0.0835,0.0509,0.0388,0.0276,0.0375,0.0477,19.25,19.25,19.25,19.25
0.0762,0.0835,0.0509,0.0388,0.0276,0.0375,19.25,19.25,19.25,18.74
0.0283,0.0762,0.0835,0.0509,0.0388,0.0276,18.74,19.25,19.25,18.74
0.0094,0.0283,0.0762,0.0835,0.0509,0.0388,18.74,18.74,19.25,18.74
0.0195,0.0094,0.0283,0.0762,0.0835,0.0509,18.74,18.74,18.74,18.24
0.0089,0.0195,0.0094,0.0283,0.0762,0.0835,18.24,18.74,18.74,18.24
0.0677,0.0089,0.0195,0.0094,0.0283,0.0762,18.24,18.24,18.74,18.24
0.116,0.0677,0.0089,0.0195,0.0094,0.0283,18.24,18.24,18.24,17.73
0.0037,0.116,0.0677,0.0089,0.0195,0.0094,17.73,18.24,18.24,17.73
0.0011,0.0037,0.116,0.0677,0.0089,0.0195,17.73,17.73,18.24,17.73
0,0.0011,0.0037,0.116,0.0677,0.0089,17.73,17.73,17.73,17.23
0,0,0.0011,0.0037,0.116,0.0677,17.23,17.73,17.73,17.23
0,0,0,0.0011,0.0037,0.116,17.23,17.23,17.73,17.23
0,0,0,0,0.0011,0.0037,17.23,17.23,17.23,16.72
0,0,0,0,0,0.0011,16.72,17.23,17.23,17.23
0,0,0,0,0,0,17.23,16.72,17.23,18.24
0,0,0,0,0,0,18.24,17.23,16.72,18.24
0,0,0,0,0,0,18.24,18.24,17.23,18.24
0,0,0,0,0,0,18.24,18.24,18.24,17.73
0,0,0,0,0,0,17.73,18.24,18.24,17.23
0,0,0,0,0,0,17.23,17.73,18.24,17.23
0.1242,0,0,0,0,0,17.23,17.23,17.73,16.72
0.1773,0.1242,0,0,0,0,16.72,17.23,17.23,16.72
0.0828,0.1773,0.1242,0,0,0,16.72,16.72,17.23,16.72
0.0598,0.0828,0.1773,0.1242,0,0,16.72,16.72,16.72,16.72
0.6568,0.0598,0.0828,0.1773,0.1242,0,16.72,16.72,16.72,16.72
0.6624,0.6568,0.0598,0.0828,0.1773,0.1242,16.72,16.72,16.72,16.72
0.6355,0.6624,0.6568,0.0598,0.0828,0.1773,16.72,16.72,16.72,16.22
0.6359,0.6355,0.6624,0.6568,0.0598,0.0828,16.22,16.72,16.72,16.22
0.6654,0.6359,0.6355,0.6624,0.6568,0.0598,16.22,16.22,16.72,16.22
0.6444,0.6654,0.6359,0.6355,0.6624,0.6568,16.22,16.22,16.22,16.22
0.6329,0.6444,0.6654,0.6359,0.6355,0.6624,16.22,16.22,16.22,16.22
0.6309,0.6329,0.6444,0.6654,0.6359,0.6355,16.22,16.22,16.22,16.22
0.6686,0.6309,0.6329,0.6444,0.6654,0.6359,16.22,16.22,16.22,16.22
0.676,0.6686,0.6309,0.6329,0.6444,0.6654,16.22,16.22,16.22,16.22
0.7933,0.676,0.6686,0.6309,0.6329,0.6444,16.22,16.22,16.22,16.22
